TimePST,apartment,workplace,apartmentToWorkplace,workplaceToApartment
2025-08-22 08:30:01 PDT,WestSeattle,Kent,27.116666666666667,29.366666666666667
2025-08-22 08:30:01 PDT,WestSeattle,Renton,21.816666666666666,24.9
2025-08-22 08:30:01 PDT,Issaquah,Kent,31.666666666666668,39.28333333333333
2025-08-22 08:30:01 PDT,Issaquah,Renton,27.416666666666668,30.15
2025-08-22 09:00:00 PDT,QueenAnne,Kent,28.65,32.6
2025-08-22 09:00:00 PDT,QueenAnne,Renton,22.833333333333332,27.933333333333334
2025-08-22 09:00:00 PDT,SLU,Kent,26.0,35.766666666666666
2025-08-22 09:00:00 PDT,SLU,Renton,21.083333333333332,31.333333333333332
2025-08-22 09:00:00 PDT,WestSeattle,Kent,26.366666666666667,27.15
2025-08-22 09:00:00 PDT,WestSeattle,Renton,21.183333333333334,22.2
2025-08-22 09:00:00 PDT,Issaquah,Kent,32.6,38.733333333333334
2025-08-22 09:00:00 PDT,Issaquah,Renton,28.583333333333332,29.85
2025-08-22 09:30:01 PDT,QueenAnne,Kent,29.7,35.416666666666664
2025-08-22 09:30:01 PDT,QueenAnne,Renton,24.616666666666667,28.683333333333334
2025-08-22 09:30:01 PDT,SLU,Kent,25.516666666666666,36.333333333333336
2025-08-22 09:30:01 PDT,SLU,Renton,20.683333333333334,31.666666666666668
2025-08-22 09:30:01 PDT,WestSeattle,Kent,26.15,26.533333333333335
2025-08-22 09:30:01 PDT,WestSeattle,Renton,21.916666666666668,22.016666666666666
2025-08-22 09:30:01 PDT,Issaquah,Kent,29.016666666666666,36.7
2025-08-22 09:30:01 PDT,Issaquah,Renton,24.366666666666667,28.966666666666665
2025-08-22 10:00:01 PDT,QueenAnne,Kent,28.283333333333335,31.316666666666666
2025-08-22 10:00:01 PDT,QueenAnne,Renton,24.116666666666667,27.033333333333335
2025-08-22 10:00:01 PDT,SLU,Kent,25.45,33.28333333333333
2025-08-22 10:00:01 PDT,SLU,Renton,20.833333333333332,29.533333333333335
2025-08-22 10:00:01 PDT,WestSeattle,Kent,25.683333333333334,25.916666666666668
2025-08-22 10:00:01 PDT,WestSeattle,Renton,21.533333333333335,21.5
2025-08-22 10:00:01 PDT,Issaquah,Kent,27.8,37.7
2025-08-22 10:00:01 PDT,Issaquah,Renton,23.2,29.516666666666666
2025-08-22 10:30:00 PDT,QueenAnne,Kent,29.683333333333334,34.86666666666667
2025-08-22 10:30:00 PDT,QueenAnne,Renton,24.7,28.9
2025-08-22 10:30:00 PDT,SLU,Kent,29.266666666666666,34.36666666666667
2025-08-22 10:30:00 PDT,SLU,Renton,24.133333333333333,28.566666666666666
2025-08-22 10:30:00 PDT,WestSeattle,Kent,26.766666666666666,27.3
2025-08-22 10:30:00 PDT,WestSeattle,Renton,21.583333333333332,21.433333333333334
2025-08-22 10:30:00 PDT,Issaquah,Kent,29.1,37.916666666666664
2025-08-22 10:30:00 PDT,Issaquah,Renton,24.566666666666666,29.0
2025-08-22 11:00:01 PDT,QueenAnne,Kent,29.85,32.25
2025-08-22 11:00:01 PDT,QueenAnne,Renton,24.45,28.416666666666668
2025-08-22 11:00:01 PDT,SLU,Kent,29.8,34.266666666666666
2025-08-22 11:00:01 PDT,SLU,Renton,24.383333333333333,30.3
2025-08-22 11:00:01 PDT,WestSeattle,Kent,26.733333333333334,28.05
2025-08-22 11:00:01 PDT,WestSeattle,Renton,21.383333333333333,24.333333333333332
2025-08-22 11:00:01 PDT,Issaquah,Kent,29.15,39.68333333333333
2025-08-22 11:00:01 PDT,Issaquah,Renton,25.066666666666666,29.6
2025-08-22 11:30:41 PDT,QueenAnne,Kent,30.4,33.56666666666667
2025-08-22 11:30:41 PDT,QueenAnne,Renton,24.95,29.883333333333333
2025-08-22 11:30:41 PDT,SLU,Kent,27.8,34.06666666666667
2025-08-22 11:30:41 PDT,SLU,Renton,22.366666666666667,29.933333333333334
2025-08-22 11:30:41 PDT,WestSeattle,Kent,27.766666666666666,28.833333333333332
2025-08-22 11:30:41 PDT,WestSeattle,Renton,22.283333333333335,24.6
2025-08-22 11:30:41 PDT,Issaquah,Kent,32.166666666666664,40.11666666666667
2025-08-22 11:30:41 PDT,Issaquah,Renton,27.583333333333332,29.983333333333334
2025-08-22 12:00:00 PDT,QueenAnne,Kent,31.483333333333334,32.516666666666666
2025-08-22 12:00:00 PDT,QueenAnne,Renton,26.95,29.3
2025-08-22 12:00:00 PDT,SLU,Kent,27.933333333333334,33.93333333333333
2025-08-22 12:00:00 PDT,SLU,Renton,22.616666666666667,28.416666666666668
2025-08-22 12:00:00 PDT,WestSeattle,Kent,28.6,28.466666666666665
2025-08-22 12:00:00 PDT,WestSeattle,Renton,24.033333333333335,23.033333333333335
2025-08-22 12:00:00 PDT,Issaquah,Kent,33.666666666666664,42.85
2025-08-22 12:00:00 PDT,Issaquah,Renton,28.65,30.766666666666666
2025-08-22 12:30:00 PDT,QueenAnne,Kent,31.616666666666667,35.38333333333333
2025-08-22 12:30:00 PDT,QueenAnne,Renton,27.15,30.466666666666665
2025-08-22 12:30:00 PDT,SLU,Kent,28.916666666666668,34.46666666666667
2025-08-22 12:30:00 PDT,SLU,Renton,23.633333333333333,29.6
2025-08-22 12:30:00 PDT,WestSeattle,Kent,28.083333333333332,28.383333333333333
2025-08-22 12:30:00 PDT,WestSeattle,Renton,23.633333333333333,23.616666666666667
2025-08-22 12:30:00 PDT,Issaquah,Kent,35.583333333333336,42.8
2025-08-22 12:30:00 PDT,Issaquah,Renton,30.666666666666668,33.55
